Unnamed: 0,lmin,wmin,temp,supply,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p
23,24.36171722,230.5205364,102.9447753,0.895618994,6.18E-10,6.78E-10,5.95E-10,3.99E-10,7.46E-09,1.20E+19,6.87E-10,6.70E-10,6.72E-10,3.93E-10,7.00E-09,4.27E+18
24,24.01895716,233.1926763,80.23722123,0.836286175,6.53E-10,6.62E-10,6.36E-10,3.94E-10,6.81E-09,1.18E+19,6.74E-10,6.94E-10,6.96E-10,3.97E-10,7.36E-09,4.24E+18
25,24.20674475,236.1643659,-1.701944664,0.855430408,6.12E-10,6.50E-10,6.74E-10,3.87E-10,6.80E-09,1.18E+19,6.68E-10,6.59E-10,6.63E-10,4.05E-10,7.21E-09,4.55E+18
26,23.42293015,238.5690333,82.13416417,0.85213472,6.69E-10,6.54E-10,6.60E-10,3.95E-10,6.98E-09,1.21E+19,6.66E-10,6.79E-10,6.33E-10,4.15E-10,7.66E-09,4.48E+18
27,24.22393981,230.8890422,-23.72718789,0.859859946,7.12E-10,6.78E-10,6.75E-10,3.85E-10,7.22E-09,1.22E+19,6.58E-10,6.72E-10,6.84E-10,4.27E-10,6.92E-09,4.21E+18
28,22.63760173,229.5213767,-6.288543422,0.879230738,6.62E-10,6.42E-10,6.40E-10,4.12E-10,7.46E-09,1.26E+19,6.74E-10,7.15E-10,6.33E-10,3.84E-10,7.21E-09,4.45E+18
29,25.67456313,238.1924935,-36.78750643,0.945724908,6.53E-10,6.59E-10,6.97E-10,4.09E-10,7.33E-09,1.13E+19,6.56E-10,6.71E-10,6.66E-10,3.89E-10,7.17E-09,4.41E+18
30,23.99023037,243.4875668,37.27444966,0.853347663,6.65E-10,6.50E-10,6.11E-10,3.89E-10,7.43E-09,1.19E+19,6.75E-10,6.96E-10,7.14E-10,4.06E-10,6.86E-09,4.58E+18
31,23.32251858,223.0702976,103.1845415,0.874596055,6.48E-10,6.46E-10,6.32E-10,3.88E-10,7.38E-09,1.19E+19,6.56E-10,6.39E-10,6.46E-10,3.73E-10,7.00E-09,4.39E+18
32,22.85130686,245.0420137,67.87471408,0.933089332,6.71E-10,5.97E-10,6.50E-10,3.97E-10,6.43E-09,1.19E+19,6.55E-10,6.84E-10,6.81E-10,3.72E-10,7.20E-09,4.10E+18
33,25.37376774,233.7517532,98.65807584,0.96279331,6.65E-10,6.42E-10,6.51E-10,4.00E-10,7.20E-09,1.21E+19,6.45E-10,6.88E-10,6.38E-10,3.85E-10,7.05E-09,4.61E+18
34,25.04595615,233.7989508,3.053093044,0.964471636,6.33E-10,6.58E-10,6.59E-10,3.93E-10,7.34E-09,1.18E+19,6.71E-10,6.65E-10,6.53E-10,4.05E-10,7.08E-09,4.60E+18
35,23.8715218,231.6912922,71.40431655,0.938711629,6.22E-10,6.50E-10,6.08E-10,3.90E-10,7.25E-09,1.20E+19,7.02E-10,6.39E-10,6.88E-10,3.87E-10,7.16E-09,4.52E+18
36,24.33128922,224.8548436,-15.5979206,0.886222207,6.79E-10,6.49E-10,6.35E-10,3.85E-10,7.21E-09,1.21E+19,6.92E-10,6.44E-10,6.78E-10,3.70E-10,7.23E-09,3.99E+18
37,24.59874557,229.1363811,48.22280655,0.825491009,6.95E-10,6.92E-10,6.55E-10,4.08E-10,7.35E-09,1.19E+19,6.39E-10,6.94E-10,6.56E-10,3.90E-10,7.41E-09,4.56E+18
38,23.51995632,235.6644032,-19.153243,0.892717106,6.31E-10,6.34E-10,6.40E-10,3.81E-10,7.17E-09,1.13E+19,6.87E-10,6.82E-10,6.59E-10,3.82E-10,7.36E-09,4.64E+18
39,23.50162361,239.9158574,71.10707475,0.926861317,6.21E-10,6.52E-10,6.64E-10,3.73E-10,6.81E-09,1.22E+19,6.34E-10,6.57E-10,6.74E-10,4.09E-10,6.98E-09,4.33E+18
40,24.45715903,225.2711502,-52.00244847,0.900979592,6.82E-10,6.55E-10,6.52E-10,4.04E-10,7.32E-09,1.21E+19,6.33E-10,6.71E-10,6.64E-10,4.07E-10,6.98E-09,4.45E+18
41,24.15834258,240.3552435,108.8047633,0.893042533,6.67E-10,6.07E-10,6.47E-10,3.97E-10,7.00E-09,1.12E+19,6.78E-10,7.02E-10,6.40E-10,3.86E-10,7.35E-09,4.45E+18
42,24.20162597,232.5077551,41.47968465,0.928114811,6.29E-10,6.28E-10,6.27E-10,3.91E-10,6.97E-09,1.24E+19,6.55E-10,7.30E-10,6.96E-10,3.87E-10,7.60E-09,4.11E+18
43,24.09590899,220.5763163,100.6886018,0.924551445,6.60E-10,6.28E-10,6.62E-10,4.02E-10,7.03E-09,1.27E+19,7.19E-10,6.74E-10,6.51E-10,4.20E-10,7.31E-09,4.37E+18
44,24.88254183,230.2644704,-21.03567802,0.934472969,6.09E-10,6.53E-10,6.28E-10,4.41E-10,7.14E-09,1.22E+19,6.77E-10,6.52E-10,6.74E-10,4.10E-10,7.35E-09,4.10E+18
45,21.40109302,237.8383946,-24.19332535,0.841104138,6.51E-10,6.49E-10,6.32E-10,4.24E-10,7.46E-09,1.27E+19,6.67E-10,6.74E-10,7.04E-10,3.95E-10,7.13E-09,4.49E+18
46,24.08169189,232.1187227,78.9880307,0.897125345,6.41E-10,6.38E-10,6.50E-10,4.05E-10,7.10E-09,1.18E+19,6.99E-10,6.79E-10,7.23E-10,3.99E-10,7.46E-09,4.39E+18
47,22.76259831,234.4881726,-43.46585578,0.891001058,6.55E-10,6.39E-10,6.61E-10,3.87E-10,7.42E-09,1.21E+19,6.73E-10,6.47E-10,6.43E-10,4.20E-10,7.17E-09,4.27E+18
48,24.7817183,237.2675885,4.18869033,0.92427261,6.70E-10,6.09E-10,6.64E-10,3.79E-10,6.89E-09,1.23E+19,6.88E-10,6.68E-10,6.53E-10,3.85E-10,6.81E-09,4.03E+18
49,23.87862824,224.5351795,76.10829583,0.859448622,6.50E-10,6.42E-10,6.62E-10,3.93E-10,7.23E-09,1.20E+19,6.98E-10,6.71E-10,6.74E-10,4.06E-10,7.10E-09,4.67E+18
50,24.32237729,225.9599308,28.84223951,0.907329508,6.66E-10,7.03E-10,6.70E-10,4.06E-10,7.49E-09,1.17E+19,6.44E-10,6.58E-10,6.61E-10,4.28E-10,7.31E-09,4.19E+18
51,23.37831029,231.7105444,53.5502144,0.921657317,6.58E-10,6.81E-10,6.65E-10,3.95E-10,7.71E-09,1.19E+19,6.79E-10,6.41E-10,6.59E-10,4.12E-10,7.27E-09,4.45E+18
52,24.93624831,236.2671842,-11.80969,0.935928723,6.64E-10,6.68E-10,6.63E-10,4.18E-10,7.02E-09,1.16E+19,6.84E-10,6.39E-10,6.61E-10,4.25E-10,7.61E-09,4.28E+18
53,24.38556696,232.2040983,59.10243976,0.978601072,6.49E-10,6.01E-10,6.92E-10,4.19E-10,7.12E-09,1.20E+19,6.35E-10,6.48E-10,6.88E-10,4.06E-10,7.31E-09,4.42E+18
54,24.19019035,216.8034757,69.76431444,0.877640331,6.03E-10,6.45E-10,6.58E-10,3.79E-10,7.05E-09,1.23E+19,6.93E-10,6.82E-10,6.83E-10,4.06E-10,6.59E-09,4.64E+18
55,24.04016625,231.1678324,76.38428277,0.964881037,6.58E-10,6.56E-10,6.65E-10,4.08E-10,7.15E-09,1.22E+19,6.77E-10,6.66E-10,6.69E-10,4.03E-10,7.35E-09,4.26E+18
56,24.02585066,226.4306122,35.86371143,0.941165445,6.35E-10,6.21E-10,6.51E-10,3.81E-10,7.19E-09,1.24E+19,7.07E-10,6.65E-10,6.30E-10,3.89E-10,7.37E-09,4.27E+18
57,24.34878551,233.4696693,0.068993585,0.953246392,6.56E-10,6.35E-10,6.79E-10,4.23E-10,6.88E-09,1.19E+19,6.74E-10,7.03E-10,6.91E-10,4.29E-10,7.38E-09,4.39E+18
58,22.84225139,220.7519016,-13.62904031,0.934866434,6.66E-10,6.44E-10,6.95E-10,4.02E-10,6.65E-09,1.15E+19,6.30E-10,6.74E-10,6.73E-10,3.85E-10,7.05E-09,4.27E+18
59,24.86514864,233.9685335,-22.35092504,0.884438394,6.18E-10,6.36E-10,7.02E-10,4.07E-10,7.32E-09,1.16E+19,6.65E-10,6.80E-10,6.66E-10,4.11E-10,7.09E-09,4.32E+18
60,24.30998604,226.9506524,-40.28919031,0.891105807,6.35E-10,6.83E-10,6.77E-10,3.94E-10,7.40E-09,1.16E+19,6.96E-10,6.69E-10,6.82E-10,4.25E-10,7.07E-09,4.10E+18
61,23.78618153,243.0739918,42.46674728,0.944849128,6.50E-10,6.69E-10,6.73E-10,4.02E-10,7.37E-09,1.21E+19,6.38E-10,6.76E-10,6.83E-10,4.01E-10,7.39E-09,4.39E+18
62,25.87866578,230.8450292,-52.96099201,0.879124906,6.53E-10,6.26E-10,6.38E-10,3.90E-10,6.98E-09,1.17E+19,6.50E-10,6.72E-10,6.55E-10,3.95E-10,7.22E-09,4.41E+18
63,24.93312789,235.6911254,25.37412822,0.938189875,6.66E-10,6.33E-10,6.43E-10,4.02E-10,7.47E-09,1.21E+19,6.49E-10,6.67E-10,6.76E-10,4.17E-10,7.38E-09,4.29E+18
64,24.29935263,235.1523328,-37.24894743,0.932397297,6.37E-10,6.70E-10,6.53E-10,3.73E-10,7.16E-09,1.14E+19,6.83E-10,6.77E-10,6.76E-10,4.04E-10,7.21E-09,4.45E+18
65,23.80449622,238.068107,101.5405615,0.821475428,6.28E-10,6.59E-10,6.53E-10,3.96E-10,7.19E-09,1.17E+19,6.63E-10,6.92E-10,6.82E-10,4.05E-10,7.00E-09,4.46E+18
66,23.48887392,234.8080175,88.01931761,0.90503285,6.74E-10,6.13E-10,6.20E-10,3.87E-10,7.11E-09,1.31E+19,6.76E-10,6.69E-10,6.60E-10,3.82E-10,7.21E-09,4.48E+18
67,25.79185889,243.4061547,70.83481148,0.938868391,6.59E-10,6.54E-10,6.62E-10,4.16E-10,7.04E-09,1.17E+19,6.71E-10,6.58E-10,7.10E-10,3.88E-10,7.29E-09,4.64E+18
68,24.660397,219.6745807,111.4556508,0.961359751,6.06E-10,6.71E-10,6.50E-10,3.93E-10,7.25E-09,1.23E+19,6.70E-10,6.91E-10,6.66E-10,3.95E-10,6.84E-09,4.23E+18
69,23.73985868,230.8504947,3.748491506,0.919577381,6.45E-10,6.76E-10,6.29E-10,3.79E-10,6.72E-09,1.21E+19,6.96E-10,6.70E-10,7.22E-10,3.98E-10,7.06E-09,4.06E+18
70,22.27877702,239.8290291,-16.6235766,0.863974733,6.39E-10,6.47E-10,6.45E-10,4.01E-10,7.62E-09,1.19E+19,6.65E-10,6.76E-10,6.88E-10,4.04E-10,7.48E-09,4.38E+18
71,23.59794256,233.2510719,36.58907325,0.930013562,6.16E-10,6.48E-10,6.18E-10,4.12E-10,7.40E-09,1.23E+19,6.05E-10,6.63E-10,6.64E-10,4.06E-10,6.89E-09,4.46E+18
72,25.78375804,233.7291128,108.3928506,0.935756484,6.86E-10,6.63E-10,6.29E-10,4.13E-10,6.87E-09,1.21E+19,6.80E-10,6.40E-10,7.08E-10,3.78E-10,7.46E-09,4.40E+18
73,24.42168115,235.6169826,-40.20919409,0.938045709,6.25E-10,6.35E-10,6.16E-10,3.87E-10,6.87E-09,1.21E+19,6.94E-10,7.11E-10,6.64E-10,4.27E-10,7.03E-09,4.54E+18
74,24.64668675,233.0736521,-3.076252193,0.898859032,6.43E-10,6.47E-10,6.49E-10,3.68E-10,7.15E-09,1.19E+19,6.96E-10,6.57E-10,6.68E-10,3.90E-10,7.50E-09,4.39E+18
75,23.44471586,238.1237638,-10.46980794,0.933689829,6.28E-10,6.36E-10,6.29E-10,4.03E-10,7.67E-09,1.19E+19,6.43E-10,6.65E-10,7.09E-10,4.32E-10,7.25E-09,4.17E+18
76,24.90579323,235.3095177,-42.05759928,0.891530161,6.16E-10,6.72E-10,6.82E-10,3.89E-10,7.12E-09,1.13E+19,6.31E-10,6.79E-10,6.64E-10,4.11E-10,7.14E-09,4.11E+18
77,23.39480086,236.2311458,35.23956672,0.857268241,6.43E-10,6.55E-10,6.82E-10,3.82E-10,6.99E-09,1.18E+19,6.78E-10,6.81E-10,6.62E-10,4.07E-10,6.78E-09,4.48E+18
78,22.82288451,230.6975768,64.27390634,0.84044002,6.70E-10,6.47E-10,6.46E-10,3.70E-10,7.18E-09,1.21E+19,6.67E-10,6.59E-10,6.87E-10,3.97E-10,7.32E-09,4.35E+18
79,22.75892932,245.6646061,-41.82949716,0.95826746,6.05E-10,6.18E-10,6.43E-10,4.05E-10,7.12E-09,1.16E+19,6.88E-10,6.92E-10,6.51E-10,3.73E-10,7.51E-09,4.35E+18
80,24.77801156,230.7488585,-48.8340401,0.973433286,6.45E-10,6.46E-10,6.90E-10,4.10E-10,6.92E-09,1.22E+19,6.58E-10,6.85E-10,6.73E-10,3.84E-10,6.95E-09,4.39E+18
81,23.28555126,237.7521888,38.00157037,0.844428151,6.19E-10,6.34E-10,6.67E-10,3.92E-10,7.22E-09,1.24E+19,6.65E-10,6.17E-10,7.13E-10,3.89E-10,7.34E-09,4.42E+18
82,24.48532379,235.0519234,23.68032936,0.889266098,6.57E-10,6.54E-10,6.68E-10,3.76E-10,7.30E-09,1.21E+19,6.77E-10,6.58E-10,6.39E-10,4.11E-10,7.13E-09,4.68E+18
83,24.31355369,224.6979996,65.64940337,0.871618084,6.45E-10,6.10E-10,6.27E-10,4.29E-10,6.77E-09,1.17E+19,6.27E-10,6.88E-10,6.80E-10,4.23E-10,7.21E-09,4.52E+18
84,23.1712135,250.9967916,7.567857625,0.886786376,6.80E-10,6.16E-10,6.52E-10,3.90E-10,7.55E-09,1.14E+19,6.80E-10,6.82E-10,6.60E-10,4.05E-10,6.95E-09,4.14E+18
85,24.22820317,238.544541,117.8405613,0.952630033,6.47E-10,6.72E-10,6.26E-10,3.77E-10,7.37E-09,1.17E+19,6.76E-10,6.86E-10,6.89E-10,3.80E-10,7.36E-09,4.39E+18
86,23.34122963,242.2065478,-16.55487332,0.874492073,6.45E-10,6.44E-10,6.46E-10,3.91E-10,7.13E-09,1.19E+19,6.58E-10,7.12E-10,6.96E-10,3.87E-10,7.38E-09,4.60E+18
87,25.34040467,225.5560687,3.948443469,0.974452545,6.63E-10,6.09E-10,6.57E-10,3.84E-10,6.81E-09,1.20E+19,6.53E-10,6.34E-10,6.90E-10,4.17E-10,6.89E-09,4.45E+18
88,24.48769038,233.9110435,109.5252265,0.952250723,6.63E-10,6.48E-10,6.47E-10,4.00E-10,7.18E-09,1.19E+19,6.79E-10,6.44E-10,7.08E-10,4.10E-10,7.00E-09,4.25E+18
89,24.24850041,235.6938098,-26.09110958,0.83931477,6.56E-10,6.49E-10,6.45E-10,4.11E-10,7.26E-09,1.23E+19,6.63E-10,6.96E-10,6.61E-10,3.84E-10,6.92E-09,4.49E+18
90,23.78395495,226.9874686,73.57070669,0.978405964,6.74E-10,6.66E-10,6.37E-10,3.80E-10,7.63E-09,1.18E+19,6.38E-10,6.56E-10,6.54E-10,3.73E-10,7.45E-09,4.45E+18
91,25.10625261,225.3814003,93.46184643,0.845609753,6.92E-10,6.49E-10,6.58E-10,4.03E-10,7.29E-09,1.23E+19,7.28E-10,6.89E-10,7.08E-10,4.00E-10,7.20E-09,4.36E+18
92,23.4286547,234.6793762,-39.55685293,0.934556706,6.47E-10,6.58E-10,6.68E-10,3.98E-10,7.37E-09,1.20E+19,6.36E-10,6.39E-10,6.90E-10,3.91E-10,7.10E-09,4.27E+18
93,24.03279645,215.9551099,70.88281142,0.965813142,6.50E-10,6.28E-10,6.48E-10,3.96E-10,7.28E-09,1.20E+19,6.86E-10,6.22E-10,6.83E-10,3.98E-10,7.02E-09,4.18E+18
94,24.47323274,225.0751148,73.11854597,0.908457921,6.65E-10,6.61E-10,6.43E-10,3.91E-10,7.53E-09,1.20E+19,6.80E-10,7.02E-10,6.62E-10,4.04E-10,7.11E-09,4.36E+18
95,23.20378212,231.6108979,114.6885275,0.860017338,6.63E-10,6.71E-10,6.82E-10,3.77E-10,7.51E-09,1.25E+19,6.80E-10,6.59E-10,6.47E-10,3.99E-10,7.36E-09,4.22E+18
96,23.23843089,215.2405741,100.4507075,0.842853861,6.83E-10,6.54E-10,6.85E-10,4.15E-10,7.68E-09,1.20E+19,6.22E-10,6.72E-10,6.33E-10,4.13E-10,7.03E-09,4.63E+18
97,23.58325025,244.6105787,66.416204,0.939250271,6.61E-10,6.59E-10,7.13E-10,4.15E-10,7.47E-09,1.24E+19,6.56E-10,6.69E-10,6.73E-10,3.87E-10,7.09E-09,4.45E+18
98,24.16458853,214.6577766,63.58286233,0.97787897,6.02E-10,6.57E-10,6.60E-10,3.90E-10,7.34E-09,1.18E+19,6.57E-10,7.01E-10,6.74E-10,4.10E-10,7.20E-09,4.43E+18
99,23.16429242,238.5077382,39.60351121,0.889487095,6.61E-10,6.25E-10,6.66E-10,4.14E-10,7.30E-09,1.19E+19,6.86E-10,6.93E-10,6.85E-10,3.90E-10,7.08E-09,4.15E+18
100,24.89924381,233.6120718,78.16147842,0.922580167,6.25E-10,6.20E-10,6.29E-10,4.10E-10,7.09E-09,1.19E+19,6.39E-10,6.86E-10,6.39E-10,4.11E-10,7.24E-09,4.32E+18
101,23.53889203,210.944368,-37.74225527,0.979698897,6.68E-10,6.58E-10,6.59E-10,3.98E-10,7.30E-09,1.22E+19,6.44E-10,6.74E-10,6.79E-10,4.05E-10,7.12E-09,4.60E+18
102,23.52072377,234.835588,-23.42871694,0.837130575,6.50E-10,6.46E-10,6.36E-10,3.97E-10,7.72E-09,1.21E+19,6.89E-10,7.23E-10,6.33E-10,4.18E-10,7.62E-09,4.64E+18
103,23.77719379,225.1847755,56.5535315,0.934429378,6.01E-10,6.52E-10,6.54E-10,4.06E-10,7.40E-09,1.16E+19,6.38E-10,6.87E-10,6.25E-10,3.82E-10,7.54E-09,4.27E+18
104,24.46624256,233.1184196,35.29442233,0.961180848,6.79E-10,6.58E-10,6.29E-10,3.90E-10,6.79E-09,1.11E+19,6.59E-10,6.94E-10,6.57E-10,3.92E-10,7.42E-09,4.30E+18
105,23.48278465,221.2495628,-36.05775414,0.974484157,6.36E-10,6.93E-10,6.40E-10,3.98E-10,7.40E-09,1.15E+19,6.42E-10,6.57E-10,6.84E-10,4.06E-10,7.25E-09,4.71E+18
106,23.0110146,239.8403568,-48.34915081,0.919541909,6.41E-10,6.72E-10,6.38E-10,3.98E-10,7.16E-09,1.18E+19,6.71E-10,6.68E-10,6.96E-10,3.92E-10,7.34E-09,4.15E+18
107,24.28571369,234.0826815,96.45209917,0.908613376,6.44E-10,6.71E-10,6.85E-10,4.11E-10,7.08E-09,1.24E+19,6.75E-10,6.72E-10,6.84E-10,4.18E-10,7.51E-09,4.18E+18
108,22.52520931,237.0038183,86.87342959,0.833704423,6.34E-10,6.25E-10,6.54E-10,3.90E-10,7.08E-09,1.16E+19,6.81E-10,6.95E-10,6.58E-10,3.76E-10,7.59E-09,4.22E+18
109,24.21013449,229.2170086,104.6608311,0.821949941,6.92E-10,6.57E-10,6.72E-10,3.85E-10,6.82E-09,1.22E+19,6.94E-10,6.68E-10,6.74E-10,3.82E-10,7.28E-09,4.29E+18
110,24.58367697,230.1319814,112.5778863,0.954848219,6.52E-10,6.66E-10,6.56E-10,4.20E-10,7.06E-09,1.19E+19,6.65E-10,6.93E-10,7.05E-10,3.97E-10,7.24E-09,4.43E+18
111,24.0701706,240.282678,33.78404822,0.923552741,6.56E-10,6.56E-10,6.59E-10,3.94E-10,7.48E-09,1.23E+19,6.87E-10,6.53E-10,6.25E-10,4.04E-10,7.08E-09,4.40E+18
112,23.83666042,239.0204385,96.3556438,0.929732008,6.61E-10,6.49E-10,6.39E-10,3.90E-10,7.00E-09,1.19E+19,6.51E-10,6.37E-10,6.25E-10,4.04E-10,7.33E-09,4.22E+18
113,25.35575802,234.4125259,29.4474281,0.90539702,6.38E-10,6.67E-10,7.00E-10,3.91E-10,6.81E-09,1.17E+19,6.43E-10,6.92E-10,6.83E-10,3.89E-10,7.15E-09,4.54E+18
114,26.27690409,246.918261,60.22979248,0.893192863,6.81E-10,6.07E-10,6.25E-10,3.98E-10,7.28E-09,1.17E+19,6.46E-10,6.85E-10,6.53E-10,4.12E-10,7.58E-09,4.39E+18
115,25.75293847,230.1894746,96.73970553,0.882969418,6.28E-10,6.47E-10,6.54E-10,3.72E-10,7.30E-09,1.21E+19,6.57E-10,6.97E-10,6.91E-10,4.14E-10,7.55E-09,4.49E+18
116,24.67530526,240.4151293,-2.762883474,0.958514914,6.29E-10,6.82E-10,6.47E-10,4.00E-10,7.31E-09,1.12E+19,6.58E-10,6.87E-10,6.64E-10,3.97E-10,7.09E-09,4.05E+18
117,23.82698475,238.6300018,48.42538823,0.938792555,6.58E-10,6.30E-10,6.71E-10,4.36E-10,7.06E-09,1.18E+19,6.78E-10,7.06E-10,6.49E-10,4.29E-10,7.11E-09,4.57E+18
118,23.3279713,236.3001731,103.4054002,0.927823555,6.28E-10,6.59E-10,6.55E-10,3.90E-10,7.41E-09,1.23E+19,6.70E-10,6.71E-10,6.76E-10,4.08E-10,7.55E-09,4.38E+18
119,23.91046037,229.2655966,-51.75673315,0.934549633,6.83E-10,6.25E-10,6.23E-10,4.17E-10,7.15E-09,1.12E+19,6.22E-10,6.57E-10,6.75E-10,4.01E-10,7.15E-09,4.39E+18
120,24.39970377,233.7759159,65.50510623,0.860385993,6.72E-10,6.67E-10,6.54E-10,3.82E-10,7.33E-09,1.29E+19,6.58E-10,6.84E-10,6.68E-10,4.19E-10,7.40E-09,4.38E+18
121,24.08784161,229.7222007,68.66193889,0.979677061,6.37E-10,6.91E-10,6.61E-10,3.79E-10,7.13E-09,1.15E+19,6.60E-10,6.62E-10,6.80E-10,3.96E-10,7.34E-09,4.49E+18
122,24.55388492,231.1406306,72.32222083,0.947238857,6.74E-10,6.72E-10,6.64E-10,3.92E-10,7.11E-09,1.21E+19,6.52E-10,6.12E-10,6.80E-10,4.21E-10,7.69E-09,4.25E+18
123,23.53035688,229.7414018,89.53172149,0.825928815,6.30E-10,6.75E-10,6.65E-10,4.00E-10,7.48E-09,1.18E+19,6.44E-10,6.71E-10,6.58E-10,4.03E-10,7.24E-09,4.43E+18
124,22.7943915,224.7862839,70.48661503,0.879361167,6.83E-10,6.39E-10,6.44E-10,3.74E-10,7.12E-09,1.14E+19,6.78E-10,6.70E-10,6.07E-10,4.12E-10,7.69E-09,4.24E+18
